name,test_loss (~),test_loss,test_perplexity,lm-eval-avg-acc,lm-eval-avg-acc-std,-,-,-,-,-,I.isotropy,I.max norm,I.avg norm,I.min norm,I.mu norm,I.ratio norm,I.fhs_cos_sim,I.fhs_dot_prod,I.eb_cos_sim,-,O.isotropy,O.max norm,O.avg norm,O.min norm,O.mu norm,O.ratio norm,O.max aligndot,O.avg aligndot,O.min aligndot,O.max aligncos,O.avg aligncos,O.min aligncos,O.centering_ratio,OC.max norm,OC.avg norm,OC.min norm,OC.mu norm,OC.ratio norm,OC.max aligndot,OC.avg aligndot,OC.min aligndot,OC.max aligncos,OC.avg aligncos,OC.min aligncos,OC.centering_ratio,O.fhs_cos_sim,O.fhs_dot_prod,O.eb_cos_sim,O.eb_dot_sim,"O.corr_p(norm, lbp)","O.corr_s(norm, lbp)","O.corr_p(Emu, lbp)","O.corr_s(Emu, lbp)",O.Smin,O.Smax,O.Smin/Smax,O.logits_mean_mean,O.logits_mean_std,O.logits_std_mean,O.logits_std_std,O.logits_mean_absmean,O.logits_mean_absmax,H.mean_logsqZ,time
wor80s-57M-13p1B-100k-bs64-lr100-softcappingwt-g3e+01-s1,3.334,3.334,28.037,,,-,-,-,-,-,0.000,42.237,21.818,9.318,16.074,0.737,-0.0126,-1.6526,,-,0.000,42.237,21.818,9.318,16.074,0.737,557.268,258.384,-244.258,0.963,0.716,-0.675,0.902,38.660,15.389,9.843,0.000,0.000,298.884,-0.000,-502.642,0.869,-0.025,-0.906,1.000,-0.0126,-1.6526,,,,,,,5.69,3836.58,0.15%,-1.6562,3.6250,3.6562,0.7109,3.9844,22.7500,444.0,13282.6
wor80s-57M-13p1B-100k-bs64-lr1000-softcappingwt-g3e+01-s1,3.360,3.360,28.776,,,-,-,-,-,-,0.000,327.387,147.947,74.881,76.387,0.516,-0.0002,-0.0296,,-,0.000,327.387,147.947,74.881,76.387,0.516,18016.074,5834.967,-8039.706,0.872,0.479,-0.653,0.770,278.061,129.969,72.279,0.000,0.000,12181.119,0.011,-13874.660,0.701,-0.033,-0.853,1.000,-0.0002,-0.0296,,,,,,,60.25,20466.90,0.29%,-0.0444,4.2500,7.6250,1.7891,4.9375,26.7500,668.0,13275.6
wor80s-57M-13p1B-100k-bs64-lr3-softcappingwt-g3e+01-s1,3.396,3.396,29.852,,,-,-,-,-,-,0.357,2.174,1.152,0.469,0.939,0.815,-0.1868,-4.5027,,-,0.357,2.174,1.152,0.469,0.939,0.815,1.906,0.881,-1.016,0.986,0.793,-0.728,0.995,2.408,0.719,0.330,0.000,0.000,1.025,-0.000,-1.897,0.951,-0.033,-0.909,1.000,-0.1868,-4.5027,,,,,,,1.38,225.36,0.61%,-4.5000,2.5781,2.7656,0.2344,5.0312,17.0000,200.0,13275.7
wor80s-57M-13p1B-100k-bs64-lr30-softcappingwt-g3e+01-s1,3.333,3.333,28.012,,,-,-,-,-,-,0.042,12.631,6.784,2.860,4.985,0.735,-0.0170,-1.1482,,-,0.042,12.631,6.784,2.860,4.985,0.735,56.152,24.846,-29.439,0.953,0.710,-0.699,0.967,13.919,4.820,2.731,0.000,0.000,31.307,0.000,-54.285,0.867,-0.024,-0.891,1.000,-0.0170,-1.1482,,,,,,,4.26,1205.52,0.35%,-1.1562,3.2500,4.2188,0.4336,4.0938,21.7500,428.0,13273.3
wor80s-57M-13p1B-100k-bs64-lr300-softcappingwt-g3e+01-s1,3.341,3.341,28.248,,,-,-,-,-,-,0.000,108.254,51.664,26.734,30.628,0.593,0.0099,1.6227,,-,0.000,108.254,51.664,26.734,30.628,0.593,2609.586,938.063,-1145.849,0.892,0.555,-0.528,0.799,96.606,43.255,25.890,0.000,0.000,1671.525,0.001,-2083.911,0.718,-0.045,-0.785,1.000,0.0099,1.6227,,,,,,,18.37,8021.65,0.23%,1.6094,3.9531,6.1875,0.9961,5.4375,28.3750,760.0,13259.1
wor80s-57M-13p1B-100k-bs64-lr3000-softcappingwt-g3e+01-s1,3.409,3.409,30.237,,,-,-,-,-,-,0.000,802.101,387.600,205.630,218.067,0.563,-0.0037,-1.0975,,-,0.000,802.101,387.600,205.630,218.067,0.563,122835.500,47553.363,-84274.484,0.884,0.538,-0.779,1.073,703.540,325.498,172.320,0.001,0.000,75282.125,-0.017,-131827.859,0.613,-0.010,-0.889,1.000,-0.0037,-1.0975,,,,,,,110.62,54652.10,0.20%,-1.1016,3.6562,5.3438,1.1406,4.0938,23.2500,516.0,13238.0
wor80z-57M-13p1B-100k-bs64-lr10-zlosswt-g1e-04-s1,3.348,3.348,28.457,,,-,-,-,-,-,0.061,7.371,3.357,1.568,2.594,0.773,-0.2072,-15.0865,,-,0.061,7.371,3.357,1.568,2.594,0.773,14.056,6.731,0.276,0.967,0.772,0.047,0.521,6.529,2.180,1.170,0.000,0.000,7.324,-0.000,-6.455,0.778,-0.029,-0.815,1.000,-0.2072,-15.0865,,,,,,,1.87,597.66,0.31%,-15.0625,3.3125,3.9062,0.3887,15.1250,33.5000,16.6,12981.3
wor80z-57M-13p1B-100k-bs64-lr100-zlosswt-g1e-04-s1,3.336,3.336,28.100,,,-,-,-,-,-,0.000,55.377,28.996,13.579,23.644,0.815,-0.0670,-16.4428,,-,0.000,55.377,28.996,13.579,23.644,0.815,1070.716,559.049,23.791,0.948,0.813,0.064,0.500,38.915,17.422,9.946,0.000,0.000,511.668,0.000,-535.257,0.668,-0.039,-0.841,1.000,-0.0670,-16.4428,,,,,,,10.49,5439.96,0.19%,-16.5000,4.1250,4.6562,0.7539,16.5000,41.0000,15.5,13125.4
wor80z-57M-13p1B-100k-bs64-lr1000-zlosswt-g1e-04-s1,3.478,3.478,32.380,,,-,-,-,-,-,0.000,535.168,335.565,193.814,301.041,0.897,-0.0036,-23.5013,,-,0.000,535.168,335.565,193.814,301.041,0.897,147251.594,90625.469,45679.406,0.968,0.894,0.658,0.385,313.701,156.588,81.643,0.002,0.000,56626.055,-0.050,-44946.117,0.672,-0.023,-0.787,1.000,-0.0036,-23.5013,,,,,,,41.00,68703.66,0.06%,-23.6250,18.2500,7.0312,10.9375,23.6250,157.0000,8.5,13000.9
wor80z-57M-13p1B-100k-bs64-lr3-zlosswt-g1e-04-s1,3.398,3.398,29.906,,,-,-,-,-,-,0.261,2.819,1.571,0.692,1.378,0.877,-0.2855,-13.2937,,-,0.261,2.819,1.571,0.692,1.378,0.877,3.577,1.898,-0.478,0.986,0.869,-0.323,0.664,2.096,0.813,0.390,0.000,0.000,1.678,-0.000,-2.376,0.905,-0.031,-0.888,1.000,-0.2855,-13.2937,,,,,,,1.62,319.28,0.51%,-13.3125,2.9219,4.0312,0.2949,13.3125,27.1250,27.0,13057.9
wor80z-57M-13p1B-100k-bs64-lr30-zlosswt-g1e-04-s1,3.334,3.334,28.057,,,-,-,-,-,-,0.000,15.953,9.335,4.533,7.835,0.839,-0.0751,-15.3413,,-,0.000,15.953,9.335,4.533,7.835,0.839,111.896,61.379,1.941,0.956,0.836,0.048,0.531,11.570,5.226,2.955,0.000,0.000,50.517,-0.000,-59.439,0.731,-0.019,-0.849,1.000,-0.0751,-15.3413,,,,,,,3.44,1790.39,0.19%,-15.3750,3.4375,3.8906,0.5586,15.3750,33.5000,15.2,13115.0
wor80z-57M-13p1B-100k-bs64-lr300-zlosswt-g1e-04-s1,3.344,3.344,28.330,,,-,-,-,-,-,0.000,146.486,93.151,47.572,76.381,0.820,-0.0347,-18.4887,,-,0.000,146.486,93.151,47.572,76.381,0.820,9249.198,5834.095,982.420,0.931,0.817,0.240,0.525,99.351,54.500,29.790,0.000,0.000,3415.100,-0.003,-4851.678,0.564,-0.015,-0.805,1.000,-0.0347,-18.4887,,,,,,,14.34,17428.47,0.08%,-18.5000,4.6875,6.0312,1.3281,18.5000,48.2500,10.4,13047.6
wor80z-57M-13p1B-100k-bs64-lr3000-zlosswt-g1e-04-s1,3.721,3.721,41.311,,,-,-,-,-,-,0.000,1349.751,1012.559,474.355,945.123,0.933,-0.0017,-21.6150,,-,0.000,1349.751,1012.559,474.355,945.123,0.933,1178877.500,893257.625,379864.281,0.984,0.932,0.796,0.435,648.083,379.563,193.103,0.004,0.000,285620.625,0.519,-513392.719,0.613,-0.003,-0.908,1.000,-0.0017,-21.6150,,,,,,,105.44,213777.61,0.05%,-21.7500,18.8750,9.0000,15.3750,21.7500,255.0000,21.9,12999.4
worA0a-109M-13p1B-100k-bs64-lr10-baselinewt-g0e+00-s1,3.173,3.173,23.871,,,-,-,-,-,-,0.064,6.620,3.170,1.400,2.292,0.723,-0.0976,-3.8923,,-,0.064,6.620,3.170,1.400,2.292,0.723,12.385,5.256,-5.104,0.949,0.702,-0.645,0.836,5.636,2.279,1.209,0.000,0.000,7.130,-0.000,-10.359,0.809,-0.023,-0.895,1.000,-0.0976,-3.8923,,,,,,,1.94,551.59,0.35%,-3.8906,2.7656,6.1562,0.2754,6.5312,20.2500,247.0,20332.5
worA0a-109M-13p1B-100k-bs64-lr100-baselinewt-g0e+00-s1,3.162,3.162,23.612,,,-,-,-,-,-,0.000,65.458,32.403,14.261,25.165,0.777,0.0659,18.5119,,-,0.000,65.458,32.403,14.261,25.165,0.777,1405.680,633.269,-438.473,0.931,0.757,-0.597,0.762,50.740,21.498,10.884,0.000,0.000,772.411,0.000,-1071.741,0.708,-0.023,-0.896,1.000,0.0659,18.5119,,,,,,,6.86,5972.58,0.11%,18.5000,3.1875,17.3750,0.4375,21.2500,38.5000,1728.0,20396.5
worA0a-109M-13p1B-100k-bs64-lr1000-baselinewt-g0e+00-s1,3.577,3.577,35.757,,,-,-,-,-,-,0.000,438.649,260.507,139.769,191.639,0.736,0.2162,537.7253,,-,0.000,438.649,260.507,139.769,191.639,0.736,65154.188,36725.660,-2162.439,0.909,0.720,-0.056,0.597,335.311,181.732,93.171,0.001,0.000,28428.512,-0.014,-38888.109,0.646,-0.011,-0.755,1.000,0.2162,537.7253,,,,,,,95.93,44969.33,0.21%,536.0000,3.9688,264.0000,0.8555,536.0000,556.0000,380928.0,20299.0
worA0a-109M-13p1B-100k-bs64-lr3-baselinewt-g0e+00-s1,3.219,3.219,25.008,,,-,-,-,-,-,0.373,2.149,1.279,0.552,1.008,0.788,-0.1457,-3.7539,,-,0.373,2.149,1.279,0.552,1.008,0.788,1.943,1.016,-1.082,0.983,0.770,-0.736,1.080,2.509,0.820,0.374,0.000,0.000,0.927,0.000,-2.098,0.902,-0.005,-0.920,1.000,-0.1457,-3.7539,,,,,,,1.34,237.93,0.56%,-3.7500,2.3594,4.7812,0.1729,5.4688,16.6250,212.0,20302.9
worA0a-109M-13p1B-100k-bs64-lr30-baselinewt-g0e+00-s1,3.158,3.158,23.512,,,-,-,-,-,-,0.000,18.144,9.764,4.213,7.525,0.771,0.0460,4.5357,,-,0.000,18.144,9.764,4.213,7.525,0.771,120.803,56.632,-51.739,0.941,0.753,-0.698,0.897,16.784,6.499,3.322,0.000,0.000,64.170,-0.000,-108.372,0.750,-0.019,-0.913,1.000,0.0460,4.5357,,,,,,,2.87,1777.80,0.16%,4.5312,2.8750,13.3125,0.3496,12.0000,27.5000,696.0,20305.3
worA0a-109M-13p1B-100k-bs64-lr300-baselinewt-g0e+00-s1,3.193,3.193,24.364,,,-,-,-,-,-,0.000,140.317,85.645,44.462,64.790,0.756,0.0486,28.2915,,-,0.000,140.317,85.645,44.462,64.790,0.756,7436.604,4197.734,-1011.233,0.933,0.743,-0.250,0.700,106.738,57.881,30.210,0.000,0.000,3238.866,-0.004,-5208.972,0.595,-0.014,-0.801,1.000,0.0486,28.2915,,,,,,,15.01,15166.88,0.10%,28.2500,3.2812,21.7500,0.6172,29.7500,47.2500,2752.0,20360.1
worA0a-109M-13p1B-100k-bs64-lr3000-baselinewt-g0e+00-s1,4.636,4.636,103.138,,,-,-,-,-,-,0.000,984.783,615.324,348.809,467.681,0.760,0.1893,1356.5469,,-,0.000,984.783,615.324,348.809,467.681,0.760,349506.062,218725.188,-25625.668,0.935,0.747,-0.119,0.699,736.183,409.719,199.240,0.002,0.000,130780.672,-0.251,-244351.109,0.531,-0.000,-0.762,1.000,0.1893,1356.5469,,,,,,,124.50,108777.84,0.11%,1360.0000,5.2500,712.0000,1.4453,1360.0000,1376.0000,2408448.0,20197.2
worA0e-109M-13p1B-100k-bs64-lr10-mulosswt-g1e-04-s1,3.173,3.173,23.881,,,-,-,-,-,-,0.105,5.668,2.882,1.396,1.878,0.652,-0.0639,-2.2103,,-,0.105,5.668,2.882,1.396,1.878,0.652,9.003,3.525,-3.656,0.925,0.632,-0.568,0.798,5.097,2.247,1.036,0.000,0.000,5.478,0.000,-7.181,0.743,-0.022,-0.837,1.000,-0.0639,-2.2103,,,,,,,1.95,454.06,0.43%,-2.2031,2.6406,6.1875,0.2334,5.6562,19.3750,296.0,20419.1
worA0e-109M-13p1B-100k-bs64-lr100-mulosswt-g1e-04-s1,3.165,3.165,23.699,,,-,-,-,-,-,0.000,453.781,38.300,13.906,11.410,0.298,0.0948,8.4093,,-,0.000,453.781,38.300,13.906,11.410,0.298,346.120,130.199,-2048.804,0.784,0.516,-0.402,1.064,458.415,34.281,12.941,0.000,0.000,215.920,-0.000,-2179.003,0.520,0.159,-0.667,1.000,0.0948,8.4093,,,,,,,6.44,13671.95,0.05%,8.3750,4.0312,19.1250,1.1875,16.5000,35.5000,1160.0,20434.1
worA0e-109M-13p1B-100k-bs64-lr1000-mulosswt-g1e-04-s1,3.219,3.219,25.010,,,-,-,-,-,-,0.000,503.313,169.704,93.021,10.058,0.059,-0.5540,-4.3472,,-,0.000,503.313,169.704,93.021,10.058,0.059,244.647,101.160,-322.516,0.138,0.066,-0.134,1.314,504.051,169.355,92.531,0.000,0.000,143.487,-0.000,-423.676,0.076,0.003,-0.188,1.000,-0.5540,-4.3472,,,,,,,62.90,20384.83,0.31%,-4.3438,2.8906,5.6875,0.7656,6.6250,20.1250,248.0,20258.9
worA0e-109M-13p1B-100k-bs64-lr3-mulosswt-g1e-04-s1,3.219,3.219,25.002,,,-,-,-,-,-,0.367,2.163,1.291,0.561,1.021,0.791,-0.1504,-4.0149,,-,0.367,2.163,1.291,0.561,1.021,0.791,1.944,1.042,-1.113,0.984,0.773,-0.737,1.108,2.524,0.822,0.404,0.000,0.000,0.902,0.000,-2.155,0.912,-0.003,-0.921,1.000,-0.1504,-4.0149,,,,,,,1.30,240.48,0.54%,-4.0000,2.3594,3.8281,0.1758,5.2188,16.1250,197.0,20406.0
worA0e-109M-13p1B-100k-bs64-lr30-mulosswt-g1e-04-s1,3.157,3.157,23.508,,,-,-,-,-,-,0.000,14.604,8.554,4.274,5.874,0.687,0.0256,1.5585,,-,0.000,14.604,8.554,4.274,5.874,0.687,69.083,34.510,-30.244,0.906,0.677,-0.628,0.937,14.146,6.322,2.814,0.000,0.000,34.574,-0.000,-64.754,0.605,-0.012,-0.873,1.000,0.0256,1.5585,,,,,,,3.26,1385.84,0.24%,1.5547,2.8281,20.8750,0.3516,16.2500,31.1250,840.0,20478.1
worA0e-109M-13p1B-100k-bs64-lr300-mulosswt-g1e-04-s1,3.188,3.188,24.248,,,-,-,-,-,-,0.000,680.713,78.300,34.976,13.373,0.171,-0.0036,-0.3579,,-,0.000,680.713,78.300,34.976,13.373,0.171,711.844,178.840,-115.533,0.450,0.196,-0.142,0.749,680.354,77.063,33.653,0.000,0.000,533.004,0.000,-294.373,0.240,-0.013,-0.349,1.000,-0.0036,-0.3579,,,,,,,14.09,21563.60,0.07%,-0.3809,3.7188,11.5000,1.0938,9.6250,28.3750,490.0,20410.5
worA0e-109M-13p1B-100k-bs64-lr3000-mulosswt-g1e-04-s1,3.295,3.295,26.971,,,-,-,-,-,-,0.000,660.017,347.136,166.245,4.802,0.014,-0.1618,-0.2181,,-,0.000,660.017,347.136,166.245,4.802,0.014,149.510,23.055,-218.685,0.062,0.013,-0.122,1.105,659.897,347.106,166.313,0.000,0.000,126.454,0.000,-241.740,0.048,-0.001,-0.135,1.000,-0.1618,-0.2181,,,,,,,130.74,17112.24,0.76%,-0.2178,2.6562,1.0703,0.4941,2.2188,17.5000,328.0,20374.5
worA0r-109M-13p1B-100k-bs64-lr10-mucenteringwt-g0e+00-s1,3.170,3.170,23.809,,,-,-,-,-,-,0.601,6.053,2.293,1.157,0.000,0.000,0.0454,0.0000,,-,0.601,6.053,2.293,1.157,0.000,0.000,0.000,0.000,-0.000,0.266,-0.003,-0.256,1.000,6.053,2.293,1.157,0.000,0.000,0.000,-0.000,-0.000,0.266,-0.003,-0.256,1.000,0.0454,0.0000,,,,,,,1.69,231.68,0.73%,0.0000,2.7500,0.0001,0.2949,2.1562,16.8750,330.0,20410.1
worA0r-109M-13p1B-100k-bs64-lr100-mucenteringwt-g0e+00-s1,3.167,3.167,23.737,,,-,-,-,-,-,0.000,58.290,21.560,11.041,0.000,0.000,0.0183,0.0000,,-,0.000,58.290,21.560,11.041,0.000,0.000,0.000,0.000,-0.000,0.162,-0.001,-0.184,1.000,58.290,21.560,11.041,0.000,0.000,0.000,-0.000,-0.000,0.162,-0.001,-0.184,1.000,0.0183,0.0000,,,,,,,12.67,2498.81,0.51%,0.0003,3.4062,0.0002,0.5117,2.6562,18.7500,370.0,20477.5
worA0r-109M-13p1B-100k-bs64-lr1000-mucenteringwt-g0e+00-s1,3.245,3.245,25.664,,,-,-,-,-,-,0.000,320.581,168.420,93.743,0.000,0.000,-0.1747,-0.0000,,-,0.000,320.581,168.420,93.743,0.000,0.000,0.005,0.000,-0.005,0.401,-0.009,-0.498,1.000,320.581,168.420,93.743,0.000,0.000,0.005,-0.000,-0.005,0.401,-0.009,-0.498,1.000,-0.1747,-0.0000,,,,,,,56.72,14572.48,0.39%,-0.0003,2.9531,0.0005,0.6914,2.2969,17.6250,356.0,20407.0
worA0r-109M-13p1B-100k-bs64-lr3-mucenteringwt-g0e+00-s1,3.217,3.217,24.960,,,-,-,-,-,-,0.926,2.526,0.865,0.406,0.000,0.000,-0.0110,-0.0000,,-,0.926,2.526,0.865,0.406,0.000,0.000,0.000,0.000,-0.000,0.152,0.000,-0.164,1.000,2.526,0.865,0.406,0.000,0.000,0.000,-0.000,-0.000,0.152,0.000,-0.164,1.000,-0.0110,-0.0000,,,,,,,1.35,86.26,1.56%,0.0000,2.4375,0.0000,0.1963,1.8906,16.2500,306.0,20528.1
worA0r-109M-13p1B-100k-bs64-lr30-mucenteringwt-g0e+00-s1,3.161,3.161,23.602,,,-,-,-,-,-,0.018,15.536,6.568,3.444,0.000,0.000,-0.0183,-0.0000,,-,0.018,15.536,6.568,3.444,0.000,0.000,0.000,0.000,-0.000,0.216,-0.004,-0.211,1.000,15.536,6.568,3.444,0.000,0.000,0.000,-0.000,-0.000,0.216,-0.004,-0.211,1.000,-0.0183,-0.0000,,,,,,,3.25,574.45,0.57%,0.0003,3.9844,0.0002,0.8711,3.0000,24.8750,372.0,20399.5
worA0r-109M-13p1B-100k-bs64-lr300-mucenteringwt-g0e+00-s1,3.209,3.209,24.762,,,-,-,-,-,-,0.000,114.491,55.572,31.276,0.000,0.000,-0.1220,-0.0000,,-,0.000,114.491,55.572,31.276,0.000,0.000,0.000,0.000,-0.000,0.173,0.001,-0.163,1.000,114.491,55.572,31.276,0.000,0.000,0.000,-0.000,-0.000,0.173,0.001,-0.163,1.000,-0.1220,-0.0000,,,,,,,33.05,4891.41,0.68%,0.0001,3.3125,0.0001,0.6289,2.5938,18.5000,374.0,20386.0
worA0r-109M-13p1B-100k-bs64-lr3000-mucenteringwt-g0e+00-s1,3.322,3.322,27.707,,,-,-,-,-,-,0.000,665.884,363.250,195.140,0.000,0.000,-0.2271,-0.0000,,-,0.000,665.884,363.250,195.140,0.000,0.000,0.011,0.000,-0.011,0.202,0.002,-0.253,1.000,665.884,363.250,195.140,0.000,0.000,0.011,-0.000,-0.011,0.202,0.002,-0.253,1.000,-0.2271,-0.0000,,,,,,,132.36,30604.61,0.43%,0.0002,2.7812,0.0003,0.4238,2.1562,17.0000,338.0,20504.6
worA0s-109M-13p1B-100k-bs64-lr10-softcappingwt-g3e+01-s1,3.170,3.170,23.801,,,-,-,-,-,-,0.126,6.332,3.037,1.276,2.217,0.730,-0.0637,-3.4274,,-,0.126,6.332,3.037,1.276,2.217,0.730,11.832,4.916,-6.292,0.954,0.702,-0.753,0.947,5.935,2.178,1.151,0.000,0.000,6.917,0.000,-11.207,0.857,-0.020,-0.916,1.000,-0.0637,-3.4274,,,,,,,1.84,540.20,0.34%,-3.4219,2.7188,2.8594,0.2656,4.1875,18.3750,266.0,20903.4
worA0s-109M-13p1B-100k-bs64-lr100-softcappingwt-g3e+01-s1,3.160,3.160,23.577,,,-,-,-,-,-,0.000,47.970,23.486,10.694,13.845,0.589,0.0058,0.7246,,-,0.000,47.970,23.486,10.694,13.845,0.589,581.709,191.676,-341.025,0.915,0.537,-0.680,0.916,46.859,19.797,10.296,0.000,0.000,390.033,0.000,-532.701,0.796,-0.031,-0.850,1.000,0.0058,0.7246,,,,,,,5.45,3729.78,0.15%,0.7227,3.5312,3.1250,0.6641,3.7031,24.1250,596.0,20995.0
worA0s-109M-13p1B-100k-bs64-lr1000-softcappingwt-g3e+01-s1,3.216,3.216,24.939,,,-,-,-,-,-,0.000,442.278,189.593,106.872,97.180,0.513,0.0106,2.2246,,-,0.000,442.278,189.593,106.872,97.180,0.513,32015.809,9444.041,-10787.041,0.810,0.484,-0.635,0.705,375.530,166.078,95.805,0.000,0.000,22571.770,-0.000,-20231.082,0.655,-0.027,-0.845,1.000,0.0106,2.2246,,,,,,,71.60,25291.41,0.28%,2.2188,3.8750,4.9375,0.8711,5.1562,28.5000,816.0,20791.3
worA0s-109M-13p1B-100k-bs64-lr3-softcappingwt-g3e+01-s1,3.216,3.216,24.927,,,-,-,-,-,-,0.363,2.255,1.308,0.505,1.055,0.806,-0.1626,-4.4410,,-,0.363,2.255,1.308,0.505,1.055,0.806,2.347,1.113,-1.224,0.990,0.786,-0.776,0.996,2.591,0.816,0.401,0.000,0.000,1.234,0.000,-2.337,0.964,-0.012,-0.932,1.000,-0.1626,-4.4410,,,,,,,1.17,250.54,0.47%,-4.4375,2.4688,2.3594,0.1992,4.8750,16.2500,202.0,20861.5
worA0s-109M-13p1B-100k-bs64-lr30-softcappingwt-g3e+01-s1,3.154,3.154,23.425,,,-,-,-,-,-,0.039,13.481,7.878,3.618,5.282,0.671,-0.0147,-1.7851,,-,0.039,13.481,7.878,3.618,5.282,0.671,64.097,27.904,-31.033,0.954,0.651,-0.733,0.920,13.427,5.991,2.770,0.000,0.000,36.193,0.000,-58.937,0.868,-0.015,-0.905,1.000,-0.0147,-1.7851,,,,,,,2.17,1266.68,0.17%,-1.7891,3.1094,2.6719,0.4316,3.4375,20.2500,380.0,20872.9
worA0s-109M-13p1B-100k-bs64-lr300-softcappingwt-g3e+01-s1,3.181,3.181,24.062,,,-,-,-,-,-,0.000,114.358,58.595,29.746,28.997,0.495,0.0130,1.7953,,-,0.000,114.358,58.595,29.746,28.997,0.495,2286.705,840.841,-1175.850,0.815,0.471,-0.607,0.882,100.088,51.768,29.509,0.000,0.000,1445.865,0.001,-2016.689,0.614,-0.025,-0.795,1.000,0.0130,1.7953,,,,,,,20.45,7396.27,0.28%,1.7891,4.0312,4.6250,0.8516,4.8438,28.0000,784.0,20879.4
worA0s-109M-13p1B-100k-bs64-lr3000-softcappingwt-g3e+01-s1,3.274,3.274,26.419,,,-,-,-,-,-,0.000,916.735,426.960,230.702,186.990,0.438,-0.0022,-0.3883,,-,0.000,916.735,426.960,230.702,186.990,0.438,103840.812,34965.242,-74529.641,0.872,0.422,-0.784,1.054,817.121,386.610,144.553,0.001,0.000,68875.562,-0.003,-109494.875,0.537,-0.010,-0.880,1.000,-0.0022,-0.3883,,,,,,,117.47,47507.05,0.25%,-0.3906,3.3750,3.5156,0.9219,3.3281,22.3750,528.0,20881.4
worA0z-109M-13p1B-100k-bs64-lr10-zlosswt-g1e-04-s1,3.173,3.173,23.874,,,-,-,-,-,-,0.060,7.090,3.594,1.899,2.802,0.780,-0.1839,-15.0996,,-,0.060,7.090,3.594,1.899,2.802,0.780,15.525,7.852,0.721,0.963,0.775,0.118,0.494,5.207,2.305,1.149,0.000,0.000,7.673,0.000,-7.131,0.806,-0.023,-0.790,1.000,-0.1839,-15.0996,,,,,,,2.33,644.46,0.36%,-15.1250,3.3750,4.2188,0.4023,15.1250,33.0000,18.8,20724.8
worA0z-109M-13p1B-100k-bs64-lr100-zlosswt-g1e-04-s1,3.161,3.161,23.593,,,-,-,-,-,-,0.000,58.465,36.128,17.931,29.644,0.821,-0.0542,-16.3656,,-,0.000,58.465,36.128,17.931,29.644,0.821,1502.411,878.769,176.495,0.946,0.817,0.263,0.467,41.178,21.290,12.413,0.000,0.000,623.639,-0.003,-702.277,0.659,-0.026,-0.806,1.000,-0.0542,-16.3656,,,,,,,7.58,6785.61,0.11%,-16.3750,3.6250,4.5938,0.7383,16.3750,34.5000,15.3,20700.3
worA0z-109M-13p1B-100k-bs64-lr1000-zlosswt-g1e-04-s1,3.255,3.255,25.919,,,-,-,-,-,-,0.000,585.229,369.304,232.043,320.176,0.867,-0.0062,-19.1940,,-,0.000,585.229,369.304,232.043,320.176,0.867,165676.281,102513.055,51143.375,0.957,0.864,0.599,0.381,337.648,190.336,97.106,0.002,0.000,63163.414,0.198,-51369.488,0.626,-0.020,-0.696,1.000,-0.0062,-19.1940,,,,,,,48.96,72881.22,0.07%,-19.2500,7.1250,5.1562,4.5312,19.2500,99.5000,11.1,20547.2
worA0z-109M-13p1B-100k-bs64-lr3-zlosswt-g1e-04-s1,3.218,3.218,24.980,,,-,-,-,-,-,0.280,2.685,1.558,0.771,1.292,0.829,-0.3066,-13.8736,,-,0.280,2.685,1.558,0.771,1.292,0.829,3.032,1.669,-0.209,0.987,0.823,-0.183,0.619,1.881,0.904,0.524,0.000,0.000,1.363,0.000,-1.878,0.903,-0.022,-0.858,1.000,-0.3066,-13.8736,,,,,,,1.43,297.63,0.48%,-13.8750,2.9375,4.0312,0.2969,13.8750,28.1250,23.9,20724.2
worA0z-109M-13p1B-100k-bs64-lr30-zlosswt-g1e-04-s1,3.155,3.155,23.444,,,-,-,-,-,-,0.000,18.525,11.116,5.097,8.954,0.806,-0.0989,-15.5861,,-,0.000,18.525,11.116,5.097,8.954,0.806,155.592,80.183,0.246,0.938,0.799,0.004,0.514,12.596,6.740,3.929,0.000,0.000,75.410,0.000,-79.937,0.795,-0.007,-0.854,1.000,-0.0989,-15.5861,,,,,,,6.17,2058.75,0.30%,-15.6250,3.7969,4.0312,0.5781,15.6250,36.2500,18.8,20634.3
worA0z-109M-13p1B-100k-bs64-lr300-zlosswt-g1e-04-s1,3.197,3.197,24.454,,,-,-,-,-,-,0.000,172.452,105.665,52.089,86.334,0.817,-0.0233,-16.7493,,-,0.000,172.452,105.665,52.089,86.334,0.817,13150.918,7453.521,1889.693,0.940,0.807,0.328,0.433,114.319,63.614,30.785,0.000,0.000,5697.380,-0.021,-5563.848,0.673,-0.013,-0.804,1.000,-0.0233,-16.7493,,,,,,,8.52,20029.72,0.04%,-16.7500,3.6250,5.0000,0.8008,16.7500,34.0000,14.7,20855.3
